Meter_ID,Date,DisCo,Meter_Type,Tariff_Band,Consumption_kWh,Avg_Voltage,Peak_Demand_kW,Power_Factor,Current_Leakage_Amp,Vandalism_Alerts,Customer_Complaints,Tariff_Rate_NGN,Estimated_Revenue_NGN,Target_Anomaly
METER_0001,2026-05-01,Kano_KEDCO,Postpaid,Band_D,14.90287300163326,220.40965672165467,0.9442115669476284,0.9460882807810592,0.0432977056320168,0,0,100,1490.287300163326,0
METER_0001,2026-05-02,Kano_KEDCO,Postpaid,Band_D,10.601687039110194,213.6435864540546,0.8944097507746044,0.876152852423475,0.0216491656079216,0,0,100,1060.1687039110195,0
METER_0001,2026-05-03,Kano_KEDCO,Postpaid,Band_D,9.928399219576056,211.69070299970187,0.809193487697357,0.9220728749810916,0.0179869512863343,0,0,100,992.8399219576056,0
METER_0001,2026-05-04,Kano_KEDCO,Postpaid,Band_D,11.988885701063836,215.27817515667323,0.8344884491565318,0.8284567070880863,0.0479554214901333,0,0,100,1198.8885701063837,0
METER_0001,2026-05-05,Kano_KEDCO,Postpaid,Band_D,10.543169990780868,216.17314280586996,0.9595308374164768,0.8772198241861481,0.0148815293937911,0,0,100,1054.3169990780868,0
METER_0001,2026-05-06,Kano_KEDCO,Postpaid,Band_D,11.285546462954564,218.89731345806752,1.0168852382188127,0.8605224398916234,0.0308027208471124,0,0,100,1128.5546462954565,0
METER_0001,2026-05-07,Kano_KEDCO,Postpaid,Band_D,13.2213805306093,218.0253909298029,0.8750859933186709,0.8454777721144888,0.0118090915564215,0,0,100,1322.1380530609301,0
METER_0001,2026-05-08,Kano_KEDCO,Postpaid,Band_D,13.29184820428584,215.1873511583912,1.0283201404672475,0.8565214862593594,0.0317078433263299,0,0,100,1329.1848204285839,0
METER_0001,2026-05-09,Kano_KEDCO,Postpaid,Band_D,10.39060337000656,220.98906663331786,0.6518034659918297,0.9260099856991284,0.0382742937539046,0,0,100,1039.0603370006559,0
METER_0001,2026-05-10,Kano_KEDCO,Postpaid,Band_D,11.33011559040933,214.8460082251032,0.762832634307739,0.9322034453638272,0.0349319250731023,0,0,100,1133.011559040933,0
METER_0001,2026-05-11,Kano_KEDCO,Postpaid,Band_D,9.53177742260642,212.55509130872036,0.8855045763327727,0.9028824712761776,0.045488509703053,0,0,100,953.1777422606419,0
METER_0001,2026-05-12,Kano_KEDCO,Postpaid,Band_D,13.690374438130052,220.5222996606268,1.175819027312741,0.9202257333940927,0.0297518238545756,0,0,100,1369.0374438130052,0
METER_0001,2026-05-13,Kano_KEDCO,Postpaid,Band_D,11.91854150709482,216.1438884031796,0.901019877879331,0.8861141898514113,0.0463026589570437,0,0,100,1191.8541507094822,0
METER_0001,2026-05-14,Kano_KEDCO,Postpaid,Band_D,10.165930713222638,220.31476294012796,0.6679778541443163,0.8576676888787897,0.0164488514901601,0,0,100,1016.5930713222638,0
METER_0001,2026-05-15,Kano_KEDCO,Postpaid,Band_D,13.575251606022626,218.65492224368177,1.3030386692364242,0.8442541076551846,0.0457023599395991,0,0,100,1357.5251606022625,0
METER_0001,2026-05-16,Kano_KEDCO,Postpaid,Band_D,11.12587027772932,220.0324198161389,0.7463845355293072,0.8496315711304524,0.0270843115450502,0,0,100,1112.5870277729318,0
METER_0001,2026-05-17,Kano_KEDCO,Postpaid,Band_D,18.305922208728152,216.40156927154243,0.9391059087660988,0.8488740153611949,0.0147946146933473,0,0,100,1830.5922208728152,0
METER_0001,2026-05-18,Kano_KEDCO,Postpaid,Band_D,12.174325030807989,209.25065807226008,1.1175112022759215,0.8672718483093081,0.0488712833088384,0,0,100,1217.4325030807988,0
METER_0001,2026-05-19,Kano_KEDCO,Postpaid,Band_D,7.906904940020395,217.23386230324616,0.5880235050892352,0.8247953031560892,0.0343825733591958,0,0,100,790.6904940020395,0
METER_0001,2026-05-20,Kano_KEDCO,Postpaid,Band_D,12.699955569485532,216.30380322608747,0.9205149467433664,0.8388363333718589,0.0295781104111025,0,0,100,1269.9955569485533,0
METER_0001,2026-05-21,Kano_KEDCO,Postpaid,Band_D,14.030092999648518,220.3476499357901,1.0158006809122588,0.9146681253195416,0.0247113253087701,0,0,100,1403.0092999648518,0
METER_0001,2026-05-22,Kano_KEDCO,Postpaid,Band_D,9.98316573355894,217.64749759938127,0.9714046604775484,0.8617014084463256,0.0174607404159941,0,0,100,998.316573355894,0
METER_0001,2026-05-23,Kano_KEDCO,Postpaid,Band_D,8.643120508486213,217.61416970426717,0.7725411224597715,0.8426676357706488,0.0376375095240986,0,0,100,864.3120508486213,0
METER_0001,2026-05-24,Kano_KEDCO,Postpaid,Band_D,10.96791857266525,213.79786830972765,0.7373519250049273,0.9402101703762132,0.0450935741352392,0,0,100,1096.7918572665249,0
METER_0001,2026-05-25,Kano_KEDCO,Postpaid,Band_D,12.199367239826737,222.56848882217275,1.0316855322454854,0.8514407978170586,0.0137241107122359,0,0,100,1219.9367239826736,0
METER_0001,2026-05-26,Kano_KEDCO,Postpaid,Band_D,8.86436447525088,222.1028268294976,0.6830028191870944,0.914374238253131,0.045884410398103,0,0,100,886.436447525088,0
METER_0001,2026-05-27,Kano_KEDCO,Postpaid,Band_D,10.384397927461496,218.26893259368703,0.7189589072856091,0.9368120445085204,0.0342571623863836,0,0,100,1038.4397927461496,0
METER_0001,2026-05-28,Kano_KEDCO,Postpaid,Band_D,12.09411339460142,212.47249823560608,1.104542877915739,0.904754963735338,0.0189707723784223,0,0,100,1209.411339460142,0
METER_0001,2026-05-29,Kano_KEDCO,Postpaid,Band_D,14.061638528633283,214.0571885316362,1.2594733664858326,0.9303990433642432,0.0363045156920137,0,0,100,1406.1638528633284,0
METER_0001,2026-05-30,Kano_KEDCO,Postpaid,Band_D,9.004705257185885,214.25279480707,0.6543380295922238,0.946491372117818,0.0257239089866704,0,0,100,900.4705257185884,0
METER_0002,2026-05-01,Eko_DisCo,Prepaid,Band_C,34.30789765470534,218.32803183095595,3.242888289457992,0.8256684903280763,0.0497820204318936,0,0,100,3430.7897654705343,0
METER_0002,2026-05-02,Eko_DisCo,Prepaid,Band_C,29.394468334457404,220.47908023031343,3.004447613728938,0.8629975396071667,0.0321105986734195,0,1,100,2939.4468334457406,0
METER_0002,2026-05-03,Eko_DisCo,Prepaid,Band_C,28.305107607917623,216.55174963002145,1.9942257788385624,0.8549017313957203,0.0294111949710526,0,0,100,2830.5107607917626,0
METER_0002,2026-05-04,Eko_DisCo,Prepaid,Band_C,26.444581616075677,224.0111903362097,1.9328384910740763,0.858387776494462,0.022902030569544,0,0,100,2644.4581616075675,0
METER_0002,2026-05-05,Eko_DisCo,Prepaid,Band_C,29.63956963870314,225.5684763991672,2.2186578128868963,0.8745715113380159,0.0202482777437783,0,0,100,2963.956963870314,0
METER_0002,2026-05-06,Eko_DisCo,Prepaid,Band_C,27.62813176617644,217.94183970976775,2.7474072111093824,0.8235901803435816,0.0331545958203023,0,0,100,2762.8131766176443,0
METER_0002,2026-05-07,Eko_DisCo,Prepaid,Band_C,26.91319648708084,216.63264632767303,2.783094644865524,0.9290613552690172,0.044416184732467,0,0,100,2691.319648708084,0
METER_0002,2026-05-08,Eko_DisCo,Prepaid,Band_C,29.448860731965,210.9315286698131,2.2413665843967725,0.9276229704923864,0.0208617166327896,0,0,100,2944.8860731964996,0
METER_0002,2026-05-09,Eko_DisCo,Prepaid,Band_C,27.95721793756201,220.20486941331004,2.2265057366449903,0.9109365873997352,0.015534123696712,0,0,100,2795.721793756201,0
METER_0002,2026-05-10,Eko_DisCo,Prepaid,Band_C,26.12419296238692,210.49038082531388,2.4426584592305685,0.8526118685550659,0.0173733469732548,0,0,100,2612.419296238692,0
METER_0002,2026-05-11,Eko_DisCo,Prepaid,Band_C,28.00312158355228,219.08158644401163,2.818063486041202,0.8775057898650436,0.0195914943662961,0,0,100,2800.312158355228,0
METER_0002,2026-05-12,Eko_DisCo,Prepaid,Band_C,29.10773259054479,220.76436756401867,2.445893974063541,0.9054244727050216,0.0274269159471156,0,0,100,2910.773259054479,0
METER_0002,2026-05-13,Eko_DisCo,Prepaid,Band_C,26.3728752258366,219.36866075254508,1.780350004245404,0.8644443566731321,0.0136719626325376,0,0,100,2637.28752258366,0
METER_0002,2026-05-14,Eko_DisCo,Prepaid,Band_C,27.64151574699707,222.83996404138887,2.2627734224201266,0.9044705787435592,0.0119223569678813,0,0,100,2764.151574699707,0
METER_0002,2026-05-15,Eko_DisCo,Prepaid,Band_C,28.743648784115024,221.47652015078992,2.442464546460669,0.9089152900217584,0.0346340465755965,0,0,100,2874.3648784115026,0
METER_0002,2026-05-16,Eko_DisCo,Prepaid,Band_C,29.42815782452972,222.15770919516345,2.8213624579230827,0.9080318845097876,0.0329346816668773,0,0,100,2942.815782452972,0
METER_0002,2026-05-17,Eko_DisCo,Prepaid,Band_C,29.632600257729507,222.9977482921004,2.8650117120324565,0.9046930203415124,0.0182673743950698,0,0,100,2963.260025772951,0
METER_0002,2026-05-18,Eko_DisCo,Prepaid,Band_C,27.90300379930481,218.00710391729692,2.462735257607183,0.8637520479355344,0.0362289054152296,0,0,100,2790.300379930481,0
METER_0002,2026-05-19,Eko_DisCo,Prepaid,Band_C,26.263559859428973,215.15417371301905,2.1842937151040456,0.910075746629952,0.0239334641781278,0,0,100,2626.3559859428974,0
METER_0002,2026-05-20,Eko_DisCo,Prepaid,Band_C,29.637318909829684,218.1378522889521,2.529016492591169,0.8750512225000554,0.0327408113499983,0,0,100,2963.7318909829683,0
METER_0002,2026-05-21,Eko_DisCo,Prepaid,Band_C,28.004495996419617,216.261885091786,2.427691102669159,0.9327251589372638,0.0324746676857509,0,0,100,2800.449599641962,0
METER_0002,2026-05-22,Eko_DisCo,Prepaid,Band_C,27.014791318594572,221.6151549813199,2.113602250539568,0.8894625715589732,0.0298624476273231,0,0,100,2701.479131859457,0
METER_0002,2026-05-23,Eko_DisCo,Prepaid,Band_C,29.524105341190864,217.9546780332486,2.677799331739879,0.8827277234535434,0.0297210263108722,0,0,100,2952.4105341190866,0
METER_0002,2026-05-24,Eko_DisCo,Prepaid,Band_C,30.987105125108705,227.02559977607888,2.211353305575914,0.9430052905746196,0.0412518420188481,0,0,100,3098.7105125108706,0
METER_0002,2026-05-25,Eko_DisCo,Prepaid,Band_C,32.367354713483486,220.07111060409343,3.329322213947558,0.909443901322755,0.0434785549694949,0,0,100,3236.7354713483487,0
METER_0002,2026-05-26,Eko_DisCo,Prepaid,Band_C,25.86109836845821,216.91882891884427,2.0437289020346983,0.9359465981409808,0.015864192867681,0,0,100,2586.109836845821,0
METER_0002,2026-05-27,Eko_DisCo,Prepaid,Band_C,30.861406488086278,219.40272003011108,3.06088569083827,0.8507690751786702,0.0463077482539418,0,0,100,3086.1406488086277,0
METER_0002,2026-05-28,Eko_DisCo,Prepaid,Band_C,28.412291034799736,225.8958912401,2.223247082095654,0.9116609673585656,0.0199489661772115,0,0,100,2841.2291034799737,0
METER_0002,2026-05-29,Eko_DisCo,Prepaid,Band_C,27.591618664110317,212.48488172178796,2.3814705743519844,0.9163266019183868,0.0406877941243428,0,0,100,2759.161866411032,0
METER_0002,2026-05-30,Eko_DisCo,Prepaid,Band_C,26.531577984631408,221.4990663888137,2.1006629946006674,0.8821029358144296,0.0133156528677341,0,0,100,2653.157798463141,0
METER_0003,2026-05-01,Eko_DisCo,Prepaid,Band_E,30.33468950420884,223.1329189480488,2.557085205813989,0.901821822957584,0.0378299475593846,0,0,100,3033.468950420884,0
METER_0003,2026-05-02,Eko_DisCo,Prepaid,Band_E,31.132076002195063,223.64888465924795,2.0047064237544805,0.8565252146469899,0.0480164593630623,0,0,100,3113.2076002195063,0
METER_0003,2026-05-03,Eko_DisCo,Prepaid,Band_E,26.481735810608985,226.0515422799512,1.8626824403376456,0.8802807926421976,0.0241340891210421,0,0,100,2648.1735810608984,0
METER_0003,2026-05-04,Eko_DisCo,Prepaid,Band_E,30.070946680308023,230.4201999931581,2.2672586860787938,0.9257933525619032,0.0373892469021551,0,0,100,3007.094668030802,0
METER_0003,2026-05-05,Eko_DisCo,Prepaid,Band_E,30.87136076181264,228.82215113801303,2.467448866756773,0.9412547028360216,0.0446425555800163,0,0,100,3087.136076181264,0
METER_0003,2026-05-06,Eko_DisCo,Prepaid,Band_E,31.74631497019628,221.0388140278757,3.2900771424617865,0.8395541958434586,0.0337652286140854,0,0,100,3174.631497019628,0
METER_0003,2026-05-07,Eko_DisCo,Prepaid,Band_E,29.93870504452852,224.03040877617715,2.455838493095103,0.8739265353038964,0.0209362828772282,0,0,100,2993.870504452852,0
METER_0003,2026-05-08,Eko_DisCo,Prepaid,Band_E,29.397922128190075,223.1034390113535,2.779313139221664,0.9428195448847156,0.0439858956270964,0,0,100,2939.7922128190075,0
METER_0003,2026-05-09,Eko_DisCo,Prepaid,Band_E,19.633830703520438,225.0574838761953,2.411515663840841,0.9003566712595265,0.0243265087213136,0,0,100,1963.383070352044,0
